,continent,education_of_employee,has_job_experience,requires_job_training,no_of_employees,yr_of_estab,region_of_employment,prevailing_wage,unit_of_wage,full_time_position,case_status
11468,North America,High School,N,Y,2061,1999,Midwest,78967.52,Year,Y,Denied
11469,Asia,Doctorate,Y,N,4657,2008,South,59037.73,Year,Y,Certified
11470,Europe,Doctorate,Y,N,4970,1996,Northeast,10517.0,Year,Y,Certified
11471,Asia,Master's,N,N,872,1900,West,51836.04,Year,Y,Denied
11472,Asia,Bachelor's,Y,N,5902,2005,Midwest,105861.03,Year,Y,Certified
11473,Asia,Bachelor's,Y,N,18958,2009,Midwest,85241.06,Year,Y,Denied
11474,Asia,High School,Y,N,1335,1948,West,45422.18,Year,Y,Denied
11475,Asia,Bachelor's,Y,N,307,1989,South,84377.19,Year,Y,Denied
11476,Asia,Bachelor's,N,Y,616,1998,West,117580.38,Year,Y,Certified
11477,Asia,High School,Y,N,2863,1928,West,77733.46,Year,Y,Denied
11478,Asia,Bachelor's,Y,N,5810,2003,Midwest,35439.69,Year,Y,Denied
11479,Asia,Bachelor's,N,N,3337,1976,South,47834.4,Year,Y,Certified
11480,Asia,High School,Y,N,1449,1960,West,78652.22,Year,Y,Denied
11481,Asia,Master's,Y,N,1454,2013,Midwest,137109.86,Year,Y,Certified
11482,Asia,Bachelor's,N,N,1687,1952,Midwest,43940.9,Year,Y,Certified
11483,North America,Bachelor's,N,N,1450,1998,Northeast,52711.07,Year,Y,Certified
11484,Asia,Bachelor's,Y,N,739,1958,West,219.92,Year,Y,Denied
11485,North America,Bachelor's,Y,N,2708,1954,Northeast,34199.83,Year,Y,Denied
11486,North America,Bachelor's,Y,N,104636,1995,Northeast,54337.0,Year,Y,Denied
11487,North America,Master's,Y,N,2193,1969,Northeast,66487.69,Week,Y,Denied
11488,Europe,Doctorate,Y,N,5450,2008,West,4198.14,Year,Y,Certified
11489,Africa,Bachelor's,Y,N,84074,2008,Northeast,115732.03,Year,Y,Certified
11490,Asia,Master's,N,N,3208,2001,South,81536.29,Year,Y,Certified
11491,Asia,Doctorate,Y,Y,2512,1840,Northeast,53071.75,Year,Y,Certified
11492,Asia,Master's,Y,N,1192,1875,Midwest,142491.62,Year,Y,Certified
11493,Asia,High School,Y,N,-14,1999,South,27599.35,Year,Y,Denied
11494,Asia,High School,Y,N,3705,2002,Midwest,119525.69,Year,Y,Denied
11495,Europe,Master's,Y,N,4266,2006,West,21499.29,Year,Y,Certified
11496,Asia,Bachelor's,Y,N,9985,1986,West,87194.72,Year,Y,Certified
11497,Asia,Master's,Y,N,1062,1997,Northeast,79862.85,Year,Y,Certified
11498,Asia,Master's,N,N,3516,2008,Midwest,51497.37,Year,Y,Certified
11499,Asia,Master's,Y,N,3138,2001,Northeast,76148.96,Year,Y,Certified
11500,Asia,Master's,Y,N,1960,1847,West,50872.54,Year,Y,Certified
11501,Asia,Bachelor's,Y,N,646,1883,South,63766.42,Year,Y,Denied
11502,Asia,Master's,N,N,1974,1979,Midwest,143838.08,Year,Y,Certified
11503,Asia,Master's,Y,N,3840,1986,Midwest,44684.84,Year,N,Denied
11504,Asia,Bachelor's,Y,N,2489,1993,West,67609.99,Year,N,Certified
11505,Asia,Bachelor's,N,N,2419,2007,South,993.9033,Hour,Y,Denied
11506,Asia,Master's,Y,Y,3148,1987,West,105742.39,Year,Y,Certified
11507,Asia,High School,Y,N,2090,1975,Midwest,82741.89,Year,Y,Denied
11508,North America,Master's,Y,N,621,1976,Northeast,39526.46,Year,N,Certified
11509,North America,Bachelor's,Y,N,90532,1948,Northeast,89731.56,Week,Y,Certified
11510,Asia,Bachelor's,Y,N,47,2010,South,56241.2,Year,Y,Certified
11511,North America,Bachelor's,N,N,341,1998,West,73116.14,Year,Y,Certified
11512,Asia,High School,N,Y,852,1999,South,111233.22,Year,Y,Denied
11513,Europe,Bachelor's,Y,Y,2066,2004,West,9668.72,Year,Y,Certified
11514,Asia,Master's,N,N,163,2010,South,127480.33,Year,Y,Certified
11515,Asia,High School,Y,N,1845,2009,South,170636.06,Year,Y,Denied
11516,Asia,Bachelor's,Y,N,222,1971,Northeast,54599.61,Year,Y,Certified
11517,Asia,High School,N,N,904,2001,South,85432.58,Year,Y,Denied
11518,Oceania,Bachelor's,N,N,1151,1876,Northeast,127671.84,Year,Y,Denied
11519,Asia,Master's,Y,N,2372,2005,Northeast,102686.23,Year,Y,Certified
11520,Asia,Bachelor's,N,N,1487,1928,Northeast,67602.95,Year,Y,Certified
11521,Europe,High School,Y,N,4403,1925,Northeast,119133.21,Year,Y,Denied
11522,Asia,Master's,N,N,3251,2007,Northeast,69089.42,Year,N,Denied
11523,Asia,High School,Y,Y,2171,1950,Northeast,125325.51,Year,Y,Denied
11524,Asia,Bachelor's,Y,N,2970,1998,Northeast,10551.83,Year,Y,Denied
11525,Asia,Bachelor's,N,N,2206,1940,West,130837.35,Year,Y,Denied
11526,Asia,Master's,Y,N,3536,1989,Northeast,1088.02,Year,Y,Certified
11527,Africa,High School,N,N,669,1980,Northeast,74479.53,Year,N,Denied
11528,Asia,Bachelor's,N,N,1237,2000,Northeast,111097.65,Year,Y,Certified
11529,Europe,Master's,Y,N,5273,1999,Northeast,11221.77,Year,Y,Certified
11530,Asia,Master's,Y,N,6237,2008,Northeast,54822.52,Year,Y,Certified
11531,Asia,Master's,N,Y,3376,2007,Midwest,78957.0,Year,Y,Denied
11532,Asia,Master's,N,N,1381,1998,Midwest,75021.96,Year,Y,Certified
11533,Asia,Bachelor's,N,N,75,1847,Northeast,128220.69,Year,Y,Certified
11534,Asia,Master's,N,N,2558,1896,South,22093.61,Year,Y,Denied
11535,South America,Master's,Y,N,2498,2012,West,43677.94,Year,N,Certified
11536,North America,Bachelor's,Y,N,3349,2008,West,154827.25,Year,Y,Certified
11537,Asia,High School,Y,N,3441,1997,Northeast,16853.64,Year,Y,Denied
11538,North America,High School,N,N,1474,1893,Island,203.6589,Hour,Y,Denied
11539,Asia,Master's,N,N,1022,2000,Midwest,133640.78,Year,Y,Certified
11540,Asia,High School,Y,N,2737,2000,Midwest,5327.35,Year,Y,Denied
11541,Africa,Bachelor's,Y,N,2779,1981,Midwest,52914.09,Year,Y,Certified
11542,Asia,Master's,Y,N,101941,1975,Northeast,80889.54,Year,Y,Certified
11543,Asia,Master's,N,N,921,2002,Midwest,71738.38,Year,Y,Certified
11544,Asia,Bachelor's,Y,N,3847,1992,South,62004.61,Year,Y,Certified
11545,Asia,Master's,Y,N,4472,1954,Northeast,160209.27,Year,Y,Certified
11546,Asia,Bachelor's,N,Y,558,1873,South,95668.77,Year,Y,Certified
11547,Asia,Master's,N,N,1392,1875,West,57734.52,Year,N,Denied
11548,Asia,Bachelor's,N,N,539,2014,Northeast,831.07,Hour,Y,Denied
11549,Asia,Master's,Y,N,67,2008,Midwest,107029.62,Year,Y,Certified
11550,Asia,Bachelor's,N,N,626,2007,Northeast,158.97,Hour,Y,Certified
11551,Europe,Bachelor's,Y,N,2166,1954,Northeast,56970.61,Year,Y,Certified
11552,Europe,Doctorate,Y,N,642,2010,West,156433.36,Year,Y,Certified
11553,Europe,Bachelor's,N,N,1901,1982,South,711.403,Hour,Y,Denied
11554,North America,Bachelor's,N,N,704,1972,Island,107714.3,Year,Y,Certified
11555,Asia,Bachelor's,Y,N,3874,1997,Northeast,49510.92,Year,Y,Denied
11556,Europe,Bachelor's,Y,N,2134,2012,South,20422.41,Year,Y,Certified
11557,North America,Bachelor's,N,N,1599,1993,Northeast,93.7639,Hour,Y,Certified
11558,South America,Master's,Y,N,3042,2008,South,66.3423,Hour,Y,Denied
11559,Asia,Bachelor's,N,Y,597,1999,West,96539.14,Year,Y,Certified
11560,Asia,Bachelor's,Y,N,3432,2007,Midwest,120549.45,Year,Y,Certified
11561,Asia,Bachelor's,Y,N,1536,1865,West,56938.64,Year,Y,Denied
11562,Asia,Master's,Y,N,2478,2004,South,16460.49,Year,Y,Certified
11563,Asia,Bachelor's,Y,N,1116,1998,South,18821.35,Year,Y,Denied
11564,North America,Master's,Y,N,911,1998,South,47624.29,Year,Y,Certified
11565,Europe,Doctorate,N,N,433,1978,Northeast,22053.1,Year,Y,Certified
11566,Asia,Master's,Y,N,732,1937,Northeast,53552.67,Year,N,Certified
11567,Asia,Master's,Y,N,2048,1993,West,55348.25,Year,Y,Certified
11568,South America,Master's,Y,N,881,1977,West,98341.47,Year,Y,Denied
11569,North America,Master's,Y,N,3641,1998,Northeast,11641.2,Year,Y,Denied
11570,Asia,Doctorate,N,N,2325,1986,South,86247.91,Year,Y,Certified
11571,Asia,High School,Y,N,918,1987,South,626.7561,Hour,Y,Denied
11572,Europe,Bachelor's,Y,N,197,1998,Northeast,1006.15,Year,Y,Certified
11573,North America,Master's,Y,N,66,2011,Midwest,253698.68,Year,Y,Certified
11574,Asia,Bachelor's,Y,N,59,2001,Northeast,46057.7,Year,Y,Denied
11575,Asia,Master's,Y,Y,304,2001,Northeast,56556.04,Year,Y,Certified
11576,Asia,Bachelor's,N,N,2664,2010,South,27639.44,Year,Y,Denied
11577,Asia,Bachelor's,N,N,359,2003,Northeast,54189.62,Year,Y,Certified
11578,Asia,Master's,Y,N,3623,2005,West,21186.62,Year,Y,Certified
11579,Asia,Bachelor's,N,Y,1981,1946,South,86679.11,Year,Y,Certified
11580,Asia,Bachelor's,N,N,206,2008,Midwest,263466.82,Year,Y,Certified
11581,Asia,Bachelor's,Y,N,913,1987,Northeast,552.3862,Hour,Y,Denied
11582,Europe,Bachelor's,Y,N,419,1846,South,49353.03,Year,Y,Certified
11583,Europe,Doctorate,N,N,1187,1977,West,73844.94,Year,Y,Certified
11584,Asia,Master's,Y,N,645,2007,Northeast,57470.1,Year,N,Certified
11585,Asia,Master's,N,N,861,1920,Midwest,37379.32,Year,Y,Certified
11586,Asia,Bachelor's,N,Y,3095,2000,South,135407.89,Year,Y,Denied
11587,Asia,Master's,Y,N,6123,1974,South,35824.88,Year,Y,Certified
11588,Europe,Bachelor's,N,N,5422,2012,South,88949.09,Year,Y,Denied
11589,Asia,Bachelor's,N,N,102,1947,Northeast,45996.16,Year,Y,Denied
11590,Asia,Bachelor's,Y,N,83,1999,Midwest,99808.76,Year,Y,Denied
11591,Asia,Bachelor's,N,N,3147,1898,Northeast,82057.87,Year,Y,Denied
11592,North America,Bachelor's,N,N,3070,1873,Northeast,418.4248,Hour,Y,Certified
11593,Europe,High School,N,Y,111,1998,South,9731.67,Year,Y,Denied
11594,North America,Bachelor's,Y,N,3341,2000,West,21557.85,Year,Y,Certified
11595,Asia,High School,Y,N,4558,1965,Midwest,45377.81,Year,Y,Denied
11596,North America,Doctorate,Y,N,2120,2005,Northeast,33481.37,Year,Y,Certified
11597,Asia,Doctorate,Y,Y,2495,1997,South,218318.76,Year,Y,Certified
11598,Asia,Doctorate,N,Y,1731,2013,West,96488.7,Year,Y,Certified
11599,Europe,Doctorate,N,N,850,1994,Midwest,93337.49,Year,Y,Certified
11600,Europe,Doctorate,Y,N,818,1947,South,87635.03,Year,Y,Certified
11601,Asia,Bachelor's,Y,N,777,1954,South,8290.07,Year,Y,Certified
11602,Asia,Bachelor's,Y,N,2961,1933,South,45.9405,Hour,Y,Denied
11603,Asia,High School,Y,N,583,2011,Midwest,161659.69,Year,Y,Denied
11604,Asia,Bachelor's,Y,N,4707,2007,West,50826.91,Year,Y,Certified
11605,Asia,Master's,N,N,2372,1896,Northeast,112548.94,Year,N,Certified
11606,Asia,Bachelor's,Y,N,426,1992,West,200232.3,Year,Y,Denied
11607,Asia,Master's,N,N,1624,1988,West,46037.92,Year,N,Certified
11608,Asia,Master's,N,N,4220,1989,South,167363.39,Year,N,Certified
11609,Asia,Bachelor's,Y,N,9268,2003,West,31416.69,Year,Y,Denied
11610,Asia,High School,Y,N,730,2004,Midwest,94754.87,Year,Y,Denied
11611,Asia,Master's,N,N,1566,2009,West,76941.3,Year,N,Certified
11612,Asia,Master's,N,N,786,2013,Midwest,123175.08,Year,Y,Denied
11613,Asia,High School,Y,N,304,2004,Northeast,110256.81,Year,Y,Denied
11614,Asia,High School,Y,N,248,2000,South,105995.03,Year,N,Denied
11615,Europe,Bachelor's,N,N,3098,1977,Northeast,1515.79,Year,Y,Denied
11616,Asia,High School,Y,N,871,2005,South,84151.42,Year,Y,Denied
11617,Asia,High School,Y,N,5749,1997,Northeast,46591.17,Year,Y,Denied
11618,Asia,Master's,Y,N,153,1981,Midwest,144342.21,Year,Y,Certified
11619,Asia,Bachelor's,N,Y,445,1964,West,19544.25,Year,Y,Certified
11620,Europe,Doctorate,N,N,1971,2001,South,81660.94,Year,Y,Certified
11621,Africa,Master's,N,N,1231,1999,South,357.8213,Hour,Y,Certified
11622,Africa,Bachelor's,N,N,451,2000,South,66.1509,Hour,Y,Certified
11623,Asia,Bachelor's,Y,N,2774,2006,South,6001.7,Year,Y,Certified
11624,Asia,Bachelor's,Y,N,5766,2010,West,427.14,Year,Y,Certified
11625,North America,Bachelor's,Y,N,1928,2011,South,81146.02,Year,Y,Certified
11626,North America,Master's,Y,N,3386,1875,Midwest,80430.01,Year,Y,Certified
11627,Asia,Master's,Y,N,467,1953,Midwest,70772.67,Year,Y,Certified
11628,Asia,Bachelor's,Y,N,3419,2012,West,109115.07,Year,Y,Denied
11629,Asia,Doctorate,N,N,2035,1987,South,50.2928,Hour,Y,Certified
11630,Asia,Doctorate,N,N,2553,1915,West,75599.62,Year,Y,Certified
11631,Asia,Bachelor's,N,N,5053,1998,West,280175.95,Week,Y,Certified
11632,Asia,Master's,N,N,2517,1958,Northeast,113596.11,Year,N,Certified
11633,Asia,Master's,N,N,370,2010,Northeast,82942.72,Year,Y,Denied
11634,North America,Master's,N,N,2782,2007,South,94083.76,Year,Y,Certified
11635,Africa,Master's,Y,N,775,1951,Northeast,80043.94,Year,Y,Certified
11636,Asia,Master's,Y,N,2536,1957,South,121205.71,Year,N,Certified
11637,Asia,Master's,Y,N,1053,1967,South,105539.75,Year,Y,Certified
11638,Asia,Bachelor's,Y,N,1428,2010,Northeast,77252.41,Year,Y,Denied
11639,Asia,Bachelor's,N,N,892,2009,Northeast,962.4853,Hour,Y,Denied
11640,Asia,Master's,Y,N,3840,2005,Midwest,108306.06,Year,Y,Certified
11641,Asia,Master's,N,N,1850,2005,Midwest,204380.65,Year,N,Denied
11642,Asia,Master's,Y,N,1616,2009,Northeast,43185.6,Year,Y,Certified
11643,Europe,Doctorate,Y,N,2800,2005,Northeast,25145.54,Year,Y,Certified
11644,South America,Bachelor's,N,N,1904,2003,West,105575.01,Year,Y,Certified
11645,Europe,Master's,Y,N,474,2010,Northeast,58633.99,Year,Y,Certified
11646,Europe,Bachelor's,Y,N,1580,1998,West,248668.8,Year,Y,Certified
11647,Asia,Master's,N,N,1454,1909,Midwest,66669.92,Year,Y,Certified
11648,North America,Master's,Y,N,1220,1999,South,82367.6,Year,Y,Certified
11649,North America,Master's,Y,N,3916,2003,West,31484.12,Year,Y,Certified
11650,Asia,High School,Y,N,175,2003,Northeast,67010.19,Year,Y,Denied
11651,North America,Master's,Y,N,2527,2002,South,99330.82,Year,N,Denied
11652,Asia,Bachelor's,N,N,1538,1969,West,80496.17,Year,Y,Denied
11653,Asia,Master's,Y,N,1624,1989,Midwest,637.4783,Hour,Y,Certified
11654,Asia,Bachelor's,Y,N,1526,2013,West,7857.19,Year,Y,Certified
11655,Asia,High School,N,N,2478,1953,Northeast,846.9207,Hour,Y,Denied
11656,North America,Bachelor's,Y,N,3631,2011,South,661.0799,Hour,Y,Certified
11657,Europe,High School,N,N,1061,1855,South,84452.71,Year,Y,Denied
11658,Europe,Bachelor's,Y,N,1065,1954,West,125655.65,Year,Y,Denied
11659,Asia,Bachelor's,Y,N,1549,2006,Northeast,84330.65,Year,Y,Certified
11660,South America,Master's,N,N,4988,1969,Island,112883.48,Year,Y,Certified
11661,North America,Master's,Y,N,1810,2005,Northeast,74887.96,Year,Y,Certified
11662,Asia,Doctorate,N,N,301,1977,Midwest,118724.38,Month,Y,Certified
11663,Asia,Master's,N,Y,1373,1919,South,37811.56,Year,Y,Certified
11664,Europe,Master's,N,N,2984,2004,West,105433.14,Year,Y,Certified
11665,Asia,Doctorate,N,N,777,1885,Northeast,48948.28,Year,Y,Certified
11666,Asia,Bachelor's,Y,N,2215,2009,South,60777.6,Year,Y,Denied
11667,Asia,Master's,N,N,3899,1995,South,108398.51,Year,N,Certified
11668,Asia,Bachelor's,Y,Y,1083,1989,Northeast,41013.1,Year,Y,Certified
11669,Asia,High School,N,N,3272,1997,Northeast,177954.61,Year,Y,Denied
11670,Asia,Master's,N,N,5280,1984,South,71470.16,Year,N,Certified
11671,Europe,Master's,N,N,2324,2006,South,49993.47,Year,Y,Certified
11672,Asia,Master's,Y,Y,1436,1908,South,194839.19,Year,Y,Certified
11673,North America,High School,Y,N,3299,2001,West,23827.69,Year,Y,Denied
11674,Asia,Bachelor's,Y,N,452,2013,South,59928.96,Year,Y,Denied
11675,Europe,Bachelor's,N,N,1605,1994,West,133294.13,Year,Y,Denied
11676,Asia,Bachelor's,Y,Y,1217,1938,South,209759.28,Year,Y,Certified
11677,Asia,Bachelor's,N,N,3052,1980,Midwest,99019.7,Year,Y,Denied
11678,Asia,Master's,Y,N,3027,2013,West,54712.69,Year,Y,Certified
11679,North America,Bachelor's,N,N,1692,1937,Northeast,110.51,Hour,Y,Certified
11680,Asia,Master's,Y,N,883,2012,West,234902.2,Month,Y,Certified
11681,North America,Master's,Y,N,2516,1987,South,179615.71,Year,N,Denied
11682,North America,Bachelor's,N,N,650,2014,Northeast,145452.0,Year,N,Denied
11683,North America,Master's,Y,N,2386,1992,South,79372.81,Year,Y,Certified
11684,Asia,Bachelor's,Y,N,3102,2006,South,17928.72,Year,Y,Certified
11685,Europe,Master's,N,N,2571,1988,West,28337.8,Year,Y,Certified
11686,South America,Doctorate,Y,N,5262,1998,Northeast,47138.85,Year,Y,Certified
11687,North America,Master's,N,N,1200,2005,South,55417.77,Year,N,Certified
11688,Asia,Bachelor's,N,N,788,2007,West,489.9182,Hour,Y,Denied
11689,Asia,Bachelor's,Y,N,1396,2006,South,115215.06,Year,Y,Denied
11690,Asia,Bachelor's,Y,Y,1363,2012,Northeast,180579.19,Year,Y,Certified
11691,Asia,High School,N,N,3348,2001,Midwest,515.4567,Hour,Y,Denied
11692,Europe,High School,Y,N,1419,2009,Midwest,84773.61,Year,Y,Denied
11693,North America,Bachelor's,N,Y,4474,1995,West,113495.01,Year,Y,Denied
11694,Asia,Bachelor's,N,N,23239,1953,Northeast,88924.34,Year,Y,Denied
11695,Europe,High School,Y,N,4777,1977,West,75095.62,Year,Y,Denied
11696,Asia,Bachelor's,Y,N,731,1997,Northeast,141852.44,Year,Y,Certified
11697,Asia,Bachelor's,Y,N,1917,1998,South,96485.36,Year,Y,Certified
11698,Asia,Bachelor's,Y,N,1651,1990,South,43578.8,Year,Y,Certified
11699,North America,Master's,Y,N,3060,2003,South,3400.65,Year,Y,Certified
11700,North America,Master's,Y,N,3371,1980,Midwest,27092.11,Year,Y,Certified
11701,Asia,Bachelor's,N,N,3910,1984,South,249626.02,Year,N,Certified
11702,Europe,Master's,N,N,2147,1993,West,64520.7,Year,Y,Certified
11703,Asia,Bachelor's,Y,N,1593,2000,West,62496.36,Year,Y,Certified
11704,Asia,High School,Y,N,4076,2007,Northeast,79286.03,Year,Y,Denied
11705,Asia,Bachelor's,N,N,3719,2004,South,18960.72,Year,Y,Denied
11706,South America,Bachelor's,N,Y,522,1997,South,144113.5,Year,Y,Certified
11707,Asia,Bachelor's,N,N,2554,1984,Northeast,94481.66,Year,Y,Certified
11708,Europe,Master's,N,Y,4446,2013,Northeast,90042.96,Year,Y,Certified
11709,Asia,Bachelor's,N,N,3655,1988,Northeast,34988.75,Year,Y,Certified
11710,Africa,High School,N,N,2683,2008,South,81480.94,Year,Y,Denied
11711,Asia,Bachelor's,Y,Y,654,1871,Northeast,123707.36,Year,Y,Certified
11712,Asia,Bachelor's,Y,N,631,2000,Midwest,34416.53,Year,Y,Certified
11713,Asia,Bachelor's,N,Y,1839,2012,Northeast,131408.95,Year,Y,Denied
11714,Asia,Master's,N,Y,2618,1995,South,30816.24,Year,Y,Certified
11715,North America,Bachelor's,Y,N,1053,2011,West,134787.13,Year,Y,Certified
11716,Asia,Master's,Y,N,699,1968,South,127774.69,Year,Y,Certified
11717,Asia,Master's,Y,N,1087,1986,West,120654.44,Year,Y,Certified
11718,Asia,Master's,Y,N,2185,2013,Northeast,54745.47,Year,Y,Certified
11719,Asia,Bachelor's,Y,N,1908,1981,Midwest,13380.32,Year,Y,Certified
11720,Asia,Bachelor's,Y,N,546,1913,South,105068.54,Year,N,Certified
11721,Asia,Bachelor's,Y,N,1980,2008,Northeast,105120.2,Year,Y,Certified
11722,North America,Master's,Y,N,18489,2003,Northeast,83878.52,Year,N,Certified
11723,Asia,Doctorate,N,N,1744,1894,South,759.4199,Hour,Y,Certified
11724,Europe,High School,Y,N,3634,1817,Northeast,43075.38,Year,Y,Denied
11725,North America,Master's,Y,Y,4114,1977,South,123176.33,Year,Y,Denied
11726,Asia,Bachelor's,Y,N,1446,1980,South,72046.27,Year,Y,Certified
11727,Asia,Doctorate,Y,N,2490,2004,South,54495.66,Year,N,Certified
11728,South America,High School,N,N,59,1947,Northeast,174.35,Hour,Y,Denied
11729,Asia,High School,Y,N,1880,2003,West,231138.15,Year,Y,Denied
11730,Asia,Bachelor's,Y,Y,123,2004,West,142968.33,Year,Y,Denied
11731,Asia,Bachelor's,Y,N,989,1907,Northeast,30017.12,Week,Y,Denied
11732,Africa,Doctorate,Y,N,748,2012,West,48230.05,Year,Y,Certified
11733,Asia,High School,Y,N,391,1994,Midwest,103381.93,Year,Y,Denied
11734,North America,Master's,N,N,4364,2005,South,81599.96,Year,Y,Certified
11735,Asia,Master's,Y,N,3724,1969,West,45586.21,Year,Y,Certified
11736,Asia,Bachelor's,Y,Y,3347,1996,West,61107.55,Year,Y,Certified
11737,North America,Master's,Y,N,802,2006,Northeast,77889.34,Year,Y,Certified
11738,Asia,High School,N,N,619,1993,Northeast,484.6503,Hour,Y,Denied
11739,Europe,Doctorate,Y,N,1962,1972,Northeast,94024.8,Year,Y,Certified
11740,Europe,Master's,N,Y,4680,2010,West,9723.73,Year,Y,Certified
11741,Oceania,Doctorate,Y,N,3824,1977,West,10065.0,Year,Y,Certified
11742,Asia,Master's,N,Y,1755,1956,West,122903.03,Year,Y,Certified
11743,North America,Bachelor's,Y,N,3062,2001,West,88731.14,Year,Y,Denied
11744,Asia,Master's,N,N,1124,1998,Northeast,77263.18,Year,Y,Certified
11745,Asia,Bachelor's,Y,N,3864,1999,West,115353.35,Year,Y,Denied
11746,Asia,Master's,N,N,2017,1996,Midwest,143464.98,Year,Y,Certified
11747,Asia,Master's,Y,N,428,1995,Midwest,51238.52,Year,Y,Certified
11748,Asia,High School,Y,N,4146,2007,Northeast,125089.36,Year,N,Denied
11749,Asia,Master's,N,N,1111,1960,South,74236.27,Year,Y,Certified
11750,Europe,Bachelor's,N,N,2852,2008,South,59917.08,Year,Y,Certified
11751,Asia,Master's,Y,N,2439,1998,Midwest,46795.18,Year,Y,Certified
11752,North America,Master's,Y,N,425,1986,Northeast,332.0437,Hour,Y,Denied
11753,Asia,Bachelor's,Y,N,705,1960,West,97688.72,Year,Y,Denied
11754,Asia,Bachelor's,Y,N,658,1978,South,163916.59,Year,Y,Denied
11755,Asia,High School,Y,Y,1768,1998,South,130171.7,Year,Y,Denied
11756,South America,Master's,Y,N,1025,1950,West,27984.41,Year,Y,Certified
11757,Asia,Bachelor's,Y,N,2849,2003,Midwest,109257.82,Year,Y,Certified
11758,Asia,Master's,N,N,1158,2000,Midwest,129289.13,Year,Y,Certified
11759,North America,Bachelor's,N,Y,2762,1895,West,89569.7,Year,Y,Denied
11760,Asia,Bachelor's,N,N,1112,1977,Midwest,68129.89,Year,Y,Certified
11761,Asia,Master's,Y,Y,1996,1998,Northeast,67900.04,Year,Y,Certified
11762,North America,Doctorate,Y,N,3077,2007,South,10292.62,Year,Y,Certified
11763,Asia,Master's,Y,N,1457,1968,Midwest,124298.43,Year,Y,Certified
11764,Asia,Bachelor's,N,N,3355,2000,South,31789.85,Year,Y,Denied
11765,Europe,Master's,Y,N,3035,1987,Northeast,35299.63,Year,Y,Certified
11766,Asia,Master's,Y,N,1939,1985,Midwest,145870.82,Year,Y,Certified
11767,Europe,Doctorate,Y,N,3412,2010,South,14609.59,Year,Y,Certified
11768,Asia,Bachelor's,Y,N,1017,2011,South,8299.73,Year,Y,Denied
11769,Africa,Bachelor's,Y,N,8824,1855,West,474.9025,Hour,Y,Denied
11770,Asia,Master's,N,N,79290,1984,West,208482.93,Year,Y,Denied
11771,Asia,Bachelor's,Y,N,1005,1994,Midwest,73610.04,Year,Y,Denied
11772,Europe,High School,N,Y,1691,1987,Northeast,92137.75,Year,Y,Denied
11773,Asia,Master's,Y,N,693,2001,Northeast,222.8496,Hour,Y,Certified
11774,North America,High School,Y,N,1393,1852,South,116158.23,Year,Y,Denied
11775,Asia,Master's,N,N,360,2014,West,31828.42,Year,Y,Certified
11776,Asia,Master's,Y,N,18644,1961,West,100457.73,Year,Y,Certified
11777,Europe,Master's,N,Y,1241,1990,West,98841.74,Year,Y,Certified
11778,Asia,Master's,Y,N,1476,1976,South,175328.38,Year,Y,Certified
